id,Source,SMIC,SMC,Better
1266990,"Your special donation today is absolutely critical, because many of Alaska’s politicians clearly have anti - wolf agendas.","your gift is absolutely critical , because many of ak 's politicians have anti-wolf <strong>politicians</strong> .","your gift is absolutely critical, because many of ak's politicians have anti-wolf agendas.",0
762397,The Salvation Army received a note not long ago from a woman who makes contributions to our programs from time to time. She'd been thinking about our Camping program for children.,the salvation army received a note from a woman who contributes to our programs . she 'd been thinking about the youth <strong>woman</strong> program .,the salvation army received a note from a woman who contributes to our programs. she'd been thinking about the youth camping program.,0
1472224,"The utility industry is also required to reduce SO2 emissions through the Acid Rain Trading Program described above. In addition, to address acid rain, the Clean Air Act requires utilities to reduce their emissions through emissions limits, which EPA established based on unit type.","the utility industry is required to reduce so2 emissions through the acid rain trading program . in addition , the clean <strong>act</strong> <strong>air</strong> requires utilities to reduce emissions through limits based on unit type .","the utility industry is required to reduce so2 emissions through the acid rain trading program. in addition, the clean air act requires utilities to reduce emissions through limits based on unit type.",1
646935,"Some of the faculty have already contributed to the Friends account this year but many have not. Support from the faculty is important, not only for the income it provides, but also to demonstrate to our Friends in the community our own commitment to the goals and purposes of Friends.","some of the faculty gave to the friends account this year , but many have not . support from the faculty is important , not just <strong>in</strong> the income , but to demonstrate our commitment to the goals and purposes of friends .","some of the faculty gave to the friends account this year, but many have not. support from the faculty is important, not just for the income, but to demonstrate our commitment to the goals and purposes of friends.",0
470246,We did not object to the agency's electronic imaging plan so long as internal control was implemented to ensure that the criteria in the preceding paragraph were met.,we do n't object to the agency 's electronic imaging plan if their internal control meets the <strong>agency</strong> in the prior paragraph .,we don't object to the agency's electronic imaging plan if their internal control meets the criteria in the prior paragraph.,1
1549639,An SCR system for a coal-fired boiler may have a negligible impact on the footprint of the boiler. This is because the SCR is frequently installed in an elevated position near the boiler and well off of the ground.,a <strong>negligible</strong> boiler may have a <strong>coal-fired</strong> impact on the footprint . this is because the scr is installed in an elevated position and off of the ground .,a coal-fired boiler may have a negligible impact on the footprint. this is because the scr is installed in an elevated position and off of the ground. ,0
1482140,"The Ponte Santa Trinita, destroyed in 1944, has been rebuilt with the original 16th-century masonry scooped from the bottom of the river, including statues of the Four Seasons. Bartolomeo Ammanati's three lovely elliptical arches follow drawings by Michelangelo.","the ponte santa trinita , destroyed in 1944 , has been rebuilt with the original 16th-century masonry , and the four seasons statues . <strong>ammanati</strong> <strong>bartolomeo</strong> 's arches follow drawings by michelangelo .","the ponte santa trinita, destroyed in 1944, has been rebuilt with the original 16th-century masonry, and the four seasons statues. bartolomeo ammanati's arches follow drawings by michelangelo.",1
1520995,"During a 14 - hour standoff, she killed a patrolman and an investigator from the Camden County prosecutor's office.",she killed a patrolman and an investigator from camden county <strong>from</strong> a long stand off .,she killed a patrolman and an investigator from camden county during a long stand off.,1
1601041,"In meetings around the state, Judge Newton has invited court administrators to suggest solutions to such complaints. A solution that makes most sense, she said, would be to change calendar procedures in order to expedite hearings where pro bono counsel are scheduled to appear.","judge newton has invited court <strong>solutions</strong> around the state to suggest complaint solutions . the sensible solution , she said , is to change calendar procedures to expedite hearings with pro bono counsel .","judge newton has invited court officials around the state to suggest complaint solutions.  the sensible solution, she said, is to change calendar procedures to expedite hearings with pro bono counsel.",1
1239025,A key component of the plan was the decision was to reduce the 14 LSC-funded programs in the state to seven regional delivery systems. The reconfiguration process took place over the course of 2000 and has now been completed.,a <strong>regional</strong> part of the plan to reduce the 14 lsc-funded programs to seven <strong>key</strong> delivery systems took place over the course of 2000 and has now been completed .,a key part of the plan to reduce the 14 lsc-funded programs to seven regional delivery systems took place over the course of 2000 and has now been completed.,0
556789,"A few blocks up Nathan Road is Kowloon Park (open daily 6am-midnight), elegantly laid out with fountains, promenades, and ornamental gardens; be sure to go up the steps to see the Sculpture Walk.","up nathan road is kowloon park -lrb- open 6am-midnight -rrb- , <strong>up</strong> fountains , promenades , and gardens ; do n't miss the sculpture walk up the steps .","up nathan road is kowloon park (open 6am-midnight), with fountains, promenades, and gardens; don't miss the sculpture walk up the steps.",1
1590939,"Occasionally there are times when so many head for the remote spots that they create a crowd there, too. A favorite spot for both locals and tourists is pretty Cala en Turqueta, 10 km (6 miles) from Ciutadella along the Sant Joan de Missa road.","there are times when so many head <strong>from</strong> the remote spots that they create a crowd there . a favorite spot for both locals and tourists is pretty cala en turqueta , 10 km <strong>for</strong> ciutadella .","there are times when so many head for the remote spots that they create a crowd there. a favorite spot for both locals and tourists is pretty cala en turqueta, 10 km from ciutadella.",0
1020572,"Under Mr. Gorbachev, Mr. Goode said, the Soviets are openly stealing Western corporate communications.","under gorbachev , the soviets are stealing <strong>corporate</strong> <strong>western</strong> communications .","under gorbachev, the soviets are stealing western corporate communications.",0
946657,It's thrilling to be having such an impact on the community. It's now your opportunity to be a partner in our work.,it 's thrilling to impact a community . now it 's your chance to partner <strong>on</strong> our work .,it's thrilling to impact a community. now it's your chance to partner in our work.,0
440833,Quality staff support means girls and adults have advice and professional assistance available to them when they need it.,staff support means girls and adults have <strong>available</strong> assistance <strong>professional</strong> to them .,staff support means girls and adults have professional assistance available to them.,0
1127498,FBI agents and analysts in the field need to have sustained support and dedicated resources to become stronger intelligence officers. They need to be rewarded for acquiring informants and for gathering and disseminating information differently and more broadly than usual in a traditional criminal invetigation.,fbi agents and analysts in the field need support and resources to be more <strong>better</strong> . they need incentives for acquiring informants and for gathering and disseminating information <strong>successful</strong> than in a traditional investigation .,fbi agents and analysts in the field need support and resources to be more successful. they need incentives for acquiring informants and for gathering and disseminating information better than in a traditional investigation.,0
95718,"If you meet a madman who says that he is a fish and that we are all fishes, do you take off your clothes to show him that you do not have fins?","if you meet a <strong>fins</strong> who says that we are all fishes , do you disrobe to show him that you do n't have <strong>madman</strong> ?","if you meet a madman who says that we are all fishes, do you disrobe to show him that you don't have fins?",0
668222,"In all, nearly 50,000 students from 65 of 92 Indiana counties are reached by an IRT education program each year and what's more, every play has a direct tie-in to classroom curriculum. As an actress, my primary joy is the communication that occurs between an actor and an audience.","nearly 50,000 students from indiana <strong>occurs</strong> reached by our program , and every play has a tie-in to curriculum . my primary joy is the communication that <strong>are</strong> between actor and audience .","nearly 50,000 students from indiana are reached by our program, and every play has a tie-in to curriculum. my primary joy is the communication that occurs between actor and audience.",0
384744,"The few Malaysian tigers left roaming the peninsula are the smallest of the breed, weighing only 200 kg (440 lb), 100 kg (220 lb) less than the Indian or Chinese tiger.","the few malaysian tigers <strong>weighing</strong> on the peninsula are the smallest , weighing 200 kg , 100 kg less than indian or chinese tigers .","the few malaysian tigers left on the peninsula are the smallest, weighing 200 kg, 100 kg less than indian or chinese tigers.",0
779335,"This year, there are over 40 geography majors at IUPUI. They must compete with hundreds of other students for limited financial aid.","this year , there are over 40 geography majors at iupui , but there <strong>compete</strong> limited financial aid .","this year, there are over 40 geography majors at iupui, but there is limited financial aid.",0
37883,Our magazine is a great way to stay informed on the current issues affecting wildlife and see what NWF is doing to find solutions to these problems.,our magazine is a great way to stay informed on current wildlife issues and solutions <strong>on</strong> nwf .,our magazine is a great way to stay informed on current wildlife issues and solutions from nwf.,0
601577,"Chamber music and Lieder (song) recitals take place in the Kammermusiksaal (at the rear of the Philharmonie), in the Ephraimpalais (Nikolaiviertel), and the Hochschule der Künste, Hardenbergstraße 33.","at ephraimpalais , hochschule der künste , hardenbergstraße 33 and kammermusiksaal , <strong>take</strong> where chamber music and lieder recitals take place .","at ephraimpalais, hochschule der künste, hardenbergstraße 33 and kammermusiksaal, is where chamber music and lieder recitals take place.",0
1576080,"In California, two petition drives for next year's election are "" essentially finished, "" says David Schmidt, author of "" Citizen Lawmakers. ""","david schmidt , of california , stated two petition drives for next <strong>election</strong> 's <strong>year</strong> are almost finished .","david schmidt, of california, stated two petition drives for next year's election are almost finished.",1
1206953,Such retail requirements have certainly put substantial pressure on apparel manufacturers to change their own practices. Chapter 5 described some of the basic changes many manufacturers are making to stay in the game with lean retailers.,retail requirements have put pressure on apparel manufacturers to change practices . there are <strong>lean</strong> changes that they are making to make <strong>basic</strong> retailers happy .,retail requirements have put pressure on apparel manufacturers to change practices. there are basic changes that they are making to make lean retailers happy.,1
921690,"In the case of liquor, in particular, Prohibition had the effect of making consumption tantalizing and exciting. The speak-easy, the drink on the sly, the home brew-all these brought extra pleasure to those who imbibed.",prohibition had the effect of making liquor consumption more appealing . the speak-easy and the drink on the sly <strong>imbibededed</strong> extra pleasure to those who <strong>brought</strong> .,prohibition had the effect of making liquor consumption more appealing. the speak-easy and the drink on the sly brought extra pleasure to those who imbibed.,0
349018,Judge Oliver ruled Monday that giving children tax-financed vouchers to attend that city's parochial schools violated the Constitution's separation of church and state.,judge oliver says that giving kids tax-financed vouchers to go to parochial schools <strong>giving</strong> the separation of church & state .,judge oliver says that giving kids tax-financed vouchers to go to parochial schools violates the separation of church & state.,1
885940,"For patrons, artists, students and actors, Civic provides the best in professionally produced amateur productions in our community, and one of the best in the nation. And we've been doing it for more than 85 years.","for many people , civic provides the best amateur production in our <strong>artists</strong> , and one of the best in the nation . and we 've been doing it for more than 85 years .","for many people, civic provides the best amateur production in our community, and one of the best in the nation. and we've been doing it for more than 85 years.",1
1108753,"The infinite dignity of the potential victim generates an absolute ban on killing. The dignity of the victim is as great as any person who might wish to kill him and, therefore, the homicide of an innocent is never justified.","the dignity <strong>on</strong> the victim is as great as any person who might wish to kill him and , therefore , the homicide of an innocent is never justified .","the dignity of the victim is as great as any person who might wish to kill him and, therefore, the homicide of an innocent is never justified. ",0
913085,It costs approximately $230 to send one boy or girl from Central Indiana to camp for a week. That may sound like a lot.,it costs approximately $ 230 to send a child from central indiana to camp <strong>from</strong> a week .,it costs approximately $230 to send a child from central indiana to camp for a week. ,0
986502,This letter is to ask for your support in remembering your fellow classmate. We would be most grateful for your gift to the Harvey Levinson Memorial Scholarship Fund.,this is to ask for support in remembering your <strong>gift</strong> by giving a <strong>classmate</strong> to the harvey levinson memorial scholarship fund .,this is to ask for support in remembering your classmate by giving a gift to the harvey levinson memorial scholarship fund.,1
1032981,"The information we are seeking is of the type that has been commonly provided to GAO for many years spanning several administrations. Furthermore, in prior GAO reviews of working groups established by the President, we have received information on participation by outside parties.","the info we 're seeking is the type that has been provided to gao for many years . furthermore , in prior gao reviews of groups established by the president , we 've received <strong>type</strong> on participation by outside parties .","the info we're seeking is the type that has been provided to gao for many years. furthermore, in prior gao reviews of groups established by the president, we've received info on participation by outside parties.",1
1387418,"All children who attend the camp are referred by social workers, doctors, teachers, counselors, and other professionals. Many of the children have learning disabilities, behavioral problems, or come from economically distressed families.","all children who attend the camp are referred . <strong>distressed</strong> of the children have learning disabilities , behavioral problems , or come from economically <strong>many</strong> families .","all children who attend the camp are referred. many of the children have learning disabilities, behavioral problems, or come from economically distressed families.",0
283552,"One of the few truths universally acknowledged about Flytrap is that presidential secretary Betty Currie deserves our sympathy: an honest, loyal civil servant dragooned into a scandal she had nothing to do with.","a rare widely acknowledged truth about flytrap is that betty currie deserves <strong>truths</strong> : honest , loyal and dragged into a scandal she had nothing to do with .","a rare widely acknowledged truth about flytrap is that betty currie deserves sympathy: honest, loyal and dragged into a scandal she had nothing to do with.",1
137998,"Prudie isn't sure how to square your complaints with all the news stories about grade inflation and college-level courses such as ""The Structure of the Soap Opera"" and ""The History of Beads.""",prudie is n't <strong>such</strong> how to square your complaints with the stories about grade inflation and college courses such as `` the history of beads . '',"prudie isn't sure how to square your complaints with the stories about grade inflation and college courses such as ""the history of beads.""",0
429058,"""What I am getting at are titles with skew spellings, rogue punctuation, and “weird and wonderful” names and words that are difficult to relate to anything meaningful.""","it 's difficult to <strong>getting</strong> to anything meaningful when titles have skew spellings , rogue punctuation , and `` weird '' names .","it's difficult to relate to anything meaningful when titles have skew spellings, rogue punctuation, and ""weird"" names.",0
172354,"The first round of talks, held in Beijing Tuesday, was largely devoted to trading accusations over last week's naval skirmishes and complaining about the accommodations in the hotel, except for the part about the hotel.","talks held tuesday in beijing , were devoted to trading accusations <strong>about</strong> last week 's naval skirmish and complaining about the hotel .","talks held tuesday in beijing, were devoted to trading accusations over last week's naval skirmish and complaining about the hotel.",0
789083,There is so much that needs to be done in our ministries that at times it may seem overwhelming. But another way to look at it is to consider that there is so much that we can accomplish together.,"even <strong>that</strong> there is much to be done in our ministries , we must consider <strong>though</strong> we can accomplish it together .","even though there is much to be done in our ministries, we must consider that we can accomplish it together.",0
1061696,"Over three-quarters of the island's population of 3.5 million are Chinese, 14% are Malay, and 7% Indian. The island boasts some 500 Chinese and Hindu temples, Muslim mosques, Christian churches for its Eurasians and Westerners, and even a couple of Jewish synagogues.","over three-quarters <strong>for</strong> the island 's population are chinese , 14 % are malay , and 7 % indian . the island has 500 chinese and hindu temples , muslim mosques , christian churches , and even jewish synagogues .","over three-quarters of the island's population are chinese, 14% are malay, and 7% indian. the island has 500 chinese and hindu temples, muslim mosques, christian churches, and even jewish synagogues.",0
579197,"Hanauma Bay, a gorgeous volcanic amphitheater on the shores beyond Diamond Head, draws thousands of snorkelers to its gentle reefs (see page 41).","hanauma bay , a <strong>gentle</strong> amphitheater on the shores beyond diamond head , draws snorkelers to its <strong>volcanic</strong> reefs .","hanauma bay, a volcanic amphitheater on the shores beyond diamond head, draws snorkelers to its gentle reefs.",1
1069102,"When young, the flavor is relatively mild, with a fresh, sour note.","when young , the <strong>note</strong> is mild , with a sour note .","when young, the flavor is mild, with a sour note.",0
1455188,"Eight bidders were joined by 500 coin collectors and dealers in an auction house audience seemingly devoid of celebrity bidders, while an additional 534 observers followed the bidding on eBay.",eight bidders were joined by 500 coin collectors and dealers in an auction house while an <strong>devoid</strong> 534 observers followed the bidding on ebay .,eight bidders were joined by 500 coin collectors and dealers in an auction house while an additional 534 observers followed the bidding on ebay.,0
609478,"Nearby is the Ermida de Nossa Senhora do Repouso (Hermitage of Our Lady of Rest), a tiny 18th-century chapel carved out of the ancient Moorish arches.","nearby <strong>carved</strong> the ermida de nossa senhora do repouso , an 18th-century chapel carved out of the moorish arches .","nearby is the ermida de nossa senhora do repouso, an 18th-century chapel carved out of the moorish arches.",0
562211,The Commission did not invoke any of the exemptions or special procedures authorized by section 605 in preparing its regulatory flexibility analysis.,the commission did not invoke any of the exemptions or special procedures authorized <strong>of</strong> section 605 .,the commission did not invoke any of the exemptions or special procedures authorized by section 605.,0
869873,"Girl Scouting unites girls, families, and communities. When asked to compare opportunities received in their Girl Scout activities versus those in their schools, Girl Scouts at all age levels responded that troop activities offered them significantly more chances to achieve positive, pro-social outcomes.","girl scouting unites girls , families , and communities . girls scouts offer more chances to achieve <strong>pro-social</strong> <strong>positive</strong> outcomes than schools .","girl scouting unites girls, families, and communities. girls scouts offer more chances to achieve positive pro-social outcomes than schools.  ",1
1035589,"Ticket sales and subscriptions cannot finance our complete season; in fact they only count for 53% of our income. Soon, a representative of the IRT will be calling you to take your pledge over the phone.","<strong>income</strong> sales only account for 53 % of our <strong>ticket</strong> , so soon a representative will contact you for your pledge .","ticket sales only account for 53% of our income, so soon a representative will contact you for your pledge.",0
746821,"Turn back the hands of time and remember when you made the decision to become a dental hygienist. For some that decision was made in the recent past and for others, the distant past.","remember the time when you decided to become a dental hygienist . for some , that decision was made recently ; <strong>of</strong> others , the distant past .","remember the time when you decided to become a dental hygienist. for some, that decision was made recently; for others, the distant past.",1
1578514,"The investment per worker in a sewing room is quite modest. A simple new commercial sewing machine may cost $2,000 to $3,000, but a rebuilt machine can run as low as five hundred dollars and still provide a good dozen years of production.","the investment <strong>in</strong> worker <strong>per</strong> a sewing room is quite modest . a new sewing machine may cost $ 2-3 ,000 , but a rebuilt one can run as low as $ 500 and still provide a good 12 years .","the investment per worker in a sewing room is quite modest. a new sewing machine may cost $2-3,000, but a rebuilt one can run as low as $500 and still provide a good 12 years.",1
528295,"""A congressional staffer tells the Wall Street Journal """"Tax Report"""" he has to speak off the record because """"I get in a lot of trouble if I'm quoted, especially if the quotes are accurate.""""""","`` a congressional staffer says he has to speak off the record because '' `` i get <strong>of</strong> a lot <strong>in</strong> trouble if i 'm quoted , especially if its accurate . '' '' ''","""a congressional staffer says he has to speak off the record because """"i get in a lot of trouble if i'm quoted, especially if its accurate.""""""",0
440855,Quality staff support means girls and adults have advice and professional assistance available to them when they need it.,staff support means girls and adults have <strong>available</strong> assistance available to them .,staff support means girls and adults have professional assistance available to them.,0
1257660,"Clearly, this rosily checkered past was soon to be replaced, chiefly, it seems, as Judeo- Christian- Islamic- Confucian- Buddhist cultures flourished.","as <strong>cultures</strong> , christian , islamic , confucian and buddhist <strong>judeo</strong> flourished , the checkered past was soon replaced .","as judeo, christian, islamic, confucian and buddhist cultures flourished, the checkered past was soon replaced.",1
957112,"Scholarships were enhanced or established. The new library received a significant vote of pride and partnership, with contributions coming from all areas of the campus.",scholarships were <strong>received</strong> or established . the library received a vote of pride and partnership with campus contributions .,scholarships were enhanced or established. the library received a vote of pride and partnership with campus contributions.,0
1620691,"For information about nightlife, look in Time Out, the listings pull-out section of the Jerusalem Post, which is published every Friday. Also excellent is Your Jerusalem, a free monthly newspaper which you can pick up in hotels and various tourist haunts.","for information about nightlife , look <strong>of</strong> time out , the listing pullout section <strong>in</strong> the jerusalem post . also excellent is your jerusalem , a free monthly newspaper .","for information about nightlife,look in time out, the listing pullout section of the jerusalem post. also excellent is your jerusalem, a free monthly newspaper.",0
1521032,The 300 - member SSCP is the only group within the APA to have taken a formal stance against prescription privileges.,the sscp is the only group of the apa to <strong>taken</strong> against prescription privileges .,the sscp is the only group of the apa to stand against prescription privileges. ,1
1530755,"For the Clear Skies benefits analysis, we do not have the time or resources to conduct primary economic research targeted at the specific air pollution-related benefits provided. As a result, we rely on the transfer of benefits estimates from existing studies.",we do not have the time to conduct economic research targeted at the specific air <strong>specific</strong> benefits provided . we rely on the transfer of benefits estimates from existing studies .,we do not have the time to conduct economic research targeted at the specific air pollution-related benefits provided. we rely on the transfer of benefits estimates from existing studies. ,0
1394331,"LSC grantees consist of hundreds of local organizations governed, in the typical case, by local boards of directors. In many instances the grantees are funded by a combination of LSC funds and other public or private sources.","lsc grantees consist of hundreds of local organizations , usually governed <strong>of</strong> local boards of directors , and often have additional funding sources .","lsc grantees consist of hundreds of local organizations, usually governed by local boards of directors, and often have additional funding sources.",1
954393,"Your National Audubon Society membership also gives you the opportunity to be part of the Audubon Network. You can participate in enjoyable, worthwhile activities with some very interesting people in over 500 U.S. and Canada chapters.",the national audubon society membership gives you access to the audubon network . you can participate in activities with <strong>worthwhile</strong> people in over 500 u.s. and canada chapters .,the national audubon society membership gives you access to the audubon network. you can participate in activities with interesting people in over 500 u.s. and canada chapters.,0
653595,"In those countries where dialect study is undertaken, dialectologists observe that there are today many factors militating against the strict maintenance of older dialect boundaries: the standardization of terminology as adopted by national periodicals, news services, radio, and television; the establishment of prestige dialects and, through the media, their promulgation; and the huge population shifts that have taken place, particularly in the U.S. since WWII.","in countries with dialect study , experts see that there are many factors pulling against the strict maintenance of older rules : the standardization of terminology of national periodicals , news media , radio , and tv ; the formation of prestige dialects and promulgation through the media ; and the huge population <strong>television</strong> , mostly in the u.s. since wwii .","in countries with dialect study, experts see that there are many factors pulling against the strict maintenance of older rules: the standardization of terminology of  national periodicals, news media, radio, and tv; the formation of prestige dialects and promulgation through the media; and the huge population shifts, mostly in the u.s. since wwii.",1
588809,"Intelligence report, unsuccessful Bin Ladin probes for contact with Iraq, July 24, 1998; Intelligence report, Saddam Hussein's efforts to repair relations with Saudi government, 2001.",intelligence report : bin <strong>hussein</strong> unsuccessfully probes for contact with iraq -lrb- 1998 -rrb- ; <strong>ladin</strong> tries to repair saudi relations -lrb- 2001 -rrb- .,intelligence report: bin ladin unsuccessfully probes for contact with iraq (1998); hussein tries to repair saudi relations (2001).,1
227587,"The Washington Post goes local with a report that neither Democrat nor Republican candidates have come up with a workable solution to northern Virginia's traffic problems, a key issue in the state's upcoming legislative elections.","the wp reports that neither democrat nor republican candidates have come up with a solution to northern virginia 's traffic <strong>state</strong> , a key issue in the <strong>issues</strong> 's elections .","the wp reports that neither democrat nor republican candidates have come up with a solution to northern virginia's traffic issues, a key issue in the state's elections.",1
17137,"""Zoning Enforcement Officer Ron Discher reported that the farm has stopped work on the paddock, an enclosed area where horses can graze and be mounted.""",`` official ron discher said the <strong>horses</strong> has stopped work on the enclosed area where <strong>farm</strong> can graze and be mounted . '',"""official ron discher said the farm has stopped work on the enclosed area where horses can graze and be mounted.""",0
1571224,"Before graduating from Loyola Law School in 1993, Zucker interviewed with a prestigious Santa Monica law firm and deftly matched wits with the partners over lunch at an upscale restaurant. Yet as he chatted amiably with the partners, something wasn't quite right.","zucker <strong>graduating</strong> with a prestigious santa monica law firm and talked with parters over lunch before <strong>interviewed</strong> from loyola law school . as he chatted with the partners , something was wrong .","zucker interviewed with a prestigious santa monica law firm and talked with parters over lunch before graduating from loyola law school. as he chatted with the partners, something was wrong. ",1
734493,That's when she thought about The Salvation Army's camping program. She remembered reading how kids from the Indiana cities spend a week every summer at Hidden Falls Camp.,that 's when she remembered about the salvation army 's <strong>summer</strong> program where kids from indiana cities spend a week at camp .,that's when she remembered about the salvation army's camping program where kids from indiana cities spend a week at camp.,1
59213,2) Polar fleece will be worn only under other items of clothing and only for the purpose of warmth on days that the thermometer in the cafeteria dips below freezing point at noon.,polar fleece will be worn under clothing on days that the temperature in the cafeteria is below <strong>warmth</strong> point at noon .,polar fleece will be worn under clothing on days that the temperature in the cafeteria is below freezing point at noon.,1
751014,"Legal education nationwide also has been changing, and your law school has been keeping pace with the times. For example, we now provide students both traditional classroom education, which emphasizes legal reasoning and analysis, and extensive training in fundamental lawyering skills.","your law school has been keeping pace with changes in legal education . we now provide students traditional classroom education , emphasizing <strong>nationwide</strong> reasoning and analysis , and training in fundamental lawyering skills .","your law school has been keeping pace with changes in legal education. we now provide students traditional classroom education, emphasizing legal reasoning and analysis, and training in fundamental lawyering skills.",1
593931,"GAO, headed by the Comptroller General, is a principal means by which the legislative branch conducts oversight of executive programs and activities.",gao is a <strong>legislative</strong> means by which the <strong>primary</strong> branch conducts oversight of executive programs and activities .,gao is a primary means by which the legislative branch conducts oversight of executive programs and activities.,0
1113,"Hotel Ballroom , produced by Paul Wolfe, Jeff Iorillo, Corey Stolberg, and Robert Gondell of Foote, Cone & Belding in San Francisco.","hotel ballroom was produced by paul wolfe , jeff iorillo , corey stolberg , and robert <strong>ballroom</strong> .","hotel ballroom was produced by paul wolfe, jeff iorillo, corey stolberg, and robert gondell.",0
1249193,"Lagos was an important trading port under the Moors, but the town enjoyed its heyday after the Reconquest. It was proclaimed the capital of the Algarve, and the governor's palace became the headquarters of Prince Henry.","lagos was important for trading under the moors , but the town had its heyday <strong>of</strong> the reconquest . it became the capital <strong>after</strong> the algarve .","lagos was important for trading under the moors, but the town had its heyday after the reconquest. it became the capital of the algarve.",1
1246957,"In anticipation of the start - up of its new factory, the company said a larger - than - normal chassis supply has been built to carry it through the transition period.","in anticipation <strong>through</strong> its new factory , the company announced a larger chassis supply to carry it through the transition period .","in anticipation of its new factory, the company announced a larger chassis supply to carry it through the transition period.",1
1213223,"The latest results include some unusual write - downs, which had an after-tax impact of $4.9 million.",recent results include unusual write - downs totaling $ 4.9 million <strong>latest</strong> .,recent results include unusual write - downs totaling $4.9 million post-tax.,0
195750,"In other words, the CIA is now screening out exactly the sort of people it used to actively recruit: venturesome young Americans with as much foreign experience as possible.",the cia is now screening out the sort of people it used to recruit : <strong>much</strong> americans with as <strong>young</strong> foreign experience as possible .,the cia is now screening out the sort of people it used to recruit: young americans with as much foreign experience as possible. ,0
860988,"Cardiovascular research has been an area of distinct strength at IU School of Medicine. The School's cardiologists, cardiovascular surgeons, and scientists have made significant advances through the years against the nation's number one killer.","cardiovascular research is a strong area at iu school of medicine . the school 's cardiologists , surgeons , & scientists made advances through the years <strong>through</strong> the nation 's # 1 killer .","cardiovascular research is a strong area at iu school of medicine. the school's cardiologists, surgeons, & scientists made advances through the years against the nation's #1 killer.",1
235904,"Well, a mere eight years after Reagan uttered his last valedictory words, it would seem that the Democrats did, in fact, have a chance at the presidency once again.","well , 8 years after reagan said his valedictory <strong>chance</strong> , it seems the democrats did have a chance at the presidency again .","well, 8 years after reagan said his valedictory words, it seems the democrats did have a chance at the presidency again.",0
421021,"""3. Dr. C. Everett Koop: Not a candidate, but always a front-runner in the nation's heart, a part of the body for which he can suggest effective (and surprisingly affordable) treatments.""","`` dr. c. everett koop : not a candidate , a front-runner <strong>for</strong> the nation 's heart , for which he can suggest effective -lrb- & affordable -rrb- treatments . ''","""dr. c. everett koop: not a candidate, a front-runner in the nation's heart, for which he can suggest effective (& affordable) treatments.""",0
777915,"However you choose to participate, I know you'll enjoy being a part of the Herron School of Art and Gallery. Join today by completing the form in the membership brochure and return it with your check made payable to Herron School of Art-IUF.",you 'll <strong>made</strong> being part of herron school of art & gallery . join today . complete the form in the member brochure & return it with your check -lrb- payable to herron school of art-iuf -rrb- .,you'll enjoy being part of herron school of art & gallery. join today. complete the form in the member brochure & return it with your check (payable to herron school of art-iuf).,1
686267,"Judge Sam Rosen of Nashville, Indiana (Harvard, J.D., 1933) established a charitable remainder annuity trust in honor of his longtime friend and colleague, Cleon H. Foust. His $500,000 gift, designated for faculty support, is the largest single private gift ever received by the school.","nashville judge sam rosen established a trust in honor of his friend and colleague , cleon h. foust . his $ 500,000 faculty support donation is the largest single private gift ever received <strong>for</strong> the school .","nashville judge sam rosen established a trust in honor of his friend and colleague, cleon h. foust. his $500,000 faculty support donation is the largest single private gift ever received by the school.",0
1320265,"Vygotsky maintained that in detaching symbols from objects and actions, make-believe play helps children use thought to choose deliberately among alternative courses of behavior. In play, Alison thinks about paint colors, which need not be the color of her real room.","vygotsky maintained that make-believe play helps children use thought to choose among alternative courses of behavior . in play , alison thinks about paint colors , which are not the color <strong>about</strong> her room .","vygotsky maintained that make-believe play helps children use thought to choose among alternative courses of behavior. in play, alison thinks about paint colors, which are not the color of her room.",0
242739,"Apple said it had already received 150,000 orders for the G4 in the three weeks since it went on sale, but that Motorola was not going to be able to produce anywhere near that many chips.","apple already received 150,000 orders <strong>that</strong> the g4 since it went on sale , but motorola ca n't produce that many chips .","apple already received 150,000 orders of the g4 since it went on sale, but motorola can't produce that many chips.",1
133232,"As for ""supportive services,"" in Massachusetts, at least, most of the special jobs set aside for welfare recipients have gone unfilled, and there has been no increased demand for medical help or child-care assistance.","<strong>as</strong> mass. , most jobs set up for those on welfare go unfilled with no increased demand for medical help or child-care .","in mass., most jobs set up for those on welfare go unfilled with no increased demand for medical help or child-care.",0
531743,Starting over can be very hard -- especially for people who don't have family or financial resources to draw from in an emergency.,starting over can be hard <strong>in</strong> access to family or financial resources <strong>without</strong> an emergency .,starting over can be hard without access to family or financial resources in an emergency.,0
231585,"The APA has spent more than $1 million to help state psychological associations develop and lobby for such prescription privileges - - or "" RxP "" - - legislation.",the apa spent more then $ 1 million to help state <strong>associations</strong> <strong>psychologists</strong> develop and lobby for prescription privileges .,the apa spent more then $1 million to help state psychologists associations develop and lobby for prescription privileges.,1
1572510,"Although the Spanish word for garden is jardín, many Chicano families favor the term ""yard"" while referring to their gardens, pronouncing it in Spanish as yarda. Although yarda appears to be a pochismo (Chicano slang), it can be found in Cassell's Spanish Dictionary.","although the spanish word <strong>in</strong> garden is jardín , many chicanos use `` yard '' while referring to their gardens , pronouncing it in spanish as yarda , which appears to be a pochismo -lrb- chicano slang -rrb- .","although the spanish word for garden is jardín, many chicanos use ""yard"" while referring to their gardens, pronouncing it in spanish as yarda, which appears to be a pochismo (chicano slang).",1
